id,left,top,right,bottom,District,DEM_mean,Slope_mean,LandCover_mean,ppp_sum,NDVI_JFM,NDVI_AMJ,NDVI_JAS,NDVI_OND,NDWI_JFM,NDWI_AMJ,NDWI_JAS,NDWI_OND,Soil_Phosp,Soil_Coppe,Soil_Iron,Soil_Magne,Rainfall,Soil_Boron,Soil_Alumi,Soil_Potas,LST_JFM,LST_AMJ,LST_JAS,LST_OND
12983,628564.9928,327771.7992,633564.9928,322771.7992,KOTIDO,1247.2829,89.6146,3,1729.0,0.99,0.84,0.27,0.71,0.94,0.42,0.58,0.15,2067.97,384.17,93.55,814.44,64,113.32,734.65,529.47,1455,671,1425,1224
12984,628564.9928,322771.7992,633564.9928,317771.7992,KOTIDO,1279.8300,89.9336,3,874.0,0.84,0.85,0.62,0.30,0.31,0.32,0.44,0.38,1661.53,340.64,94.88,700.62,64,131.84,734.15,480.43,2526,865,1687,1213
12985,628564.9928,317771.7992,633564.9928,312771.7992,KOTIDO,1411.1177,89.9911,2,2701.3,0.32,0.78,0.15,0.12,0.67,0.14,0.82,0.95,1561.05,305.49,104.80,735.38,64,125.94,825.84,448.76,804,346,1112,1181
12986,628564.9928,312771.7992,633564.9928,307771.7992,KOTIDO,1266.9808,89.9451,2,2639.7,0.33,0.02,0.66,0.93,0.82,0.58,0.03,0.72,1697.90,321.79,100.34,706.59,60.6416843356301,128.02,750.41,490.71,2467,625,567,1630
12987,628564.9928,307771.7992,633564.9928,302771.7992,NAPAK,1194.4914,89.5759,3,2835.3,0.98,0.13,1.00,0.75,0.58,0.58,0.85,0.38,1908.11,336.78,101.25,867.66,60,130.67,784.20,539.55,2858,1575,874,2937
12988,628564.9928,302771.7992,633564.9928,297771.7992,NAPAK,1162.6101,88.9851,3,509.3,0.28,0.58,0.10,0.82,0.16,0.81,0.47,0.66,1829.57,382.58,103.05,988.32,60,126.48,804.59,549.32,1852,1878,885,2824
12989,628564.9928,297771.7992,633564.9928,292771.7992,NAPAK,1149.6739,88.5563,3,1922.3,0.84,0.70,0.66,0.57,0.93,0.27,0.47,0.20,1821.85,474.14,99.45,1065.13,68.4999222053458,124.22,818.04,571.40,224,1003,1088,876
12990,628564.9928,292771.7992,633564.9928,287771.7992,NAPAK,1137.0470,88.9563,3,2843.3,0.97,0.23,0.85,0.28,0.75,0.79,0.44,0.71,1849.96,459.52,99.09,1137.06,69,128.17,849.85,609.54,2233,624,2354,1359
12991,628564.9928,287771.7992,633564.9928,282771.7992,NAPAK,1136.7606,88.7148,3,162.5,0.36,0.50,0.90,0.06,0.95,0.12,0.08,0.35,2079.88,616.00,115.17,1202.55,68.7592034264262,161.05,845.01,625.36,2345,1554,2978,400
12992,628564.9928,282771.7992,633564.9928,277771.7992,NAPAK,1127.2689,88.4644,3,1365.6,0.69,0.48,0.14,0.01,0.17,0.58,0.49,0.62,1994.98,606.49,112.70,1235.86,60,165.85,800.24,663.34,2862,1870,570,1196
12993,628564.9928,277771.7992,633564.9928,272771.7992,NAPAK,1136.5869,88.8939,3,2111.1,0.86,0.44,0.21,0.67,0.14,0.74,0.24,0.63,2105.65,607.45,122.80,1189.25,60,168.42,835.88,702.75,733,713,186,1059
12994,628564.9928,272771.7992,633564.9928,267771.7992,NAPAK,1124.7980,88.7480,2,2663.5,0.64,0.53,0.33,0.61,0.35,0.90,0.69,0.02,1954.01,579.60,156.07,980.48,60.6549797684097,141.25,821.67,767.52,656,1479,1579,1484
12995,628564.9928,267771.7992,633564.9928,262771.7992,NAPAK,1121.7599,88.8997,2,2153.1,0.46,0.96,0.73,0.51,0.65,0.58,0.98,0.51,1816.13,567.93,142.83,963.69,65,158.39,765.70,783.05,2400,421,2528,144
12996,628564.9928,262771.7992,633564.9928,257771.7992,NAPAK,1120.3628,88.6406,3,1140.1,0.65,0.16,0.04,0.39,0.07,0.90,0.16,0.44,2248.02,672.25,135.50,1009.74,65,167.76,754.41,793.91,1722,1086,722,17
12997,628564.9928,257771.7992,633564.9928,252771.7992,NAPAK,1125.9633,89.1385,3,1170.1,0.64,0.23,0.32,0.34,0.52,0.06,0.57,0.59,2166.07,479.26,132.14,872.39,65.4596917970835,147.43,750.31,608.32,1428,1975,1791,2549
12998,628564.9928,252771.7992,633564.9928,247771.7992,NAPAK,1124.4012,88.5922,3,1473.6,0.23,0.67,0.39,0.77,0.66,0.80,0.48,0.53,1823.73,416.21,131.33,877.21,67,148.92,756.62,560.22,2454,232,2449,977
12999,628564.9928,247771.7992,633564.9928,242771.7992,NAPAK,1136.2836,88.9754,3,2422.6,0.49,0.89,0.64,0.60,0.98,0.03,0.10,0.93,1709.24,436.44,129.68,852.46,67,142.78,753.40,556.72,2518,133,1493,2913
13000,628564.9928,242771.7992,633564.9928,237771.7992,NAPAK,1144.0796,89.3224,3,658.5,0.16,0.73,0.06,0.20,0.80,0.53,0.26,0.03,1748.70,392.01,139.50,867.92,68.5821072496037,123.17,778.77,496.84,34,2099,2742,2540
13001,628564.9928,237771.7992,633564.9928,232771.7992,NAPAK,1218.3142,89.9786,3,164.4,0.03,0.50,0.61,0.62,0.06,0.05,0.35,0.18,1516.98,334.11,197.57,840.47,72,107.07,793.55,479.62,2682,1337,2820,1793
13002,628564.9928,232771.7992,633564.9928,227771.7992,KATAKWI,1157.0451,89.8745,3,116.5,0.96,0.29,0.58,0.47,0.07,0.76,0.40,0.54,1328.51,343.67,248.26,770.99,72,94.04,745.77,449.46,201,1603,358,2463
13003,628564.9928,227771.7992,633564.9928,222771.7992,KATAKWI,1115.7915,89.1596,3,2644.9,0.49,0.44,0.08,0.18,0.58,0.53,0.12,0.16,1959.49,384.09,247.20,805.57,68.6411304408009,90.27,764.53,487.24,2964,2002,584,2820
13004,628564.9928,222771.7992,633564.9928,217771.7992,KATAKWI,1096.3783,88.6173,3,2746.4,0.53,0.11,0.39,0.54,0.94,0.08,0.61,0.97,1491.18,375.21,236.25,844.33,64,108.89,769.10,511.66,2564,2582,2299,1098
13005,628564.9928,217771.7992,633564.9928,212771.7992,KATAKWI,1079.4167,88.1798,3,1845.8,0.64,0.77,0.59,0.46,0.66,0.35,0.89,0.72,1202.68,379.95,253.22,845.20,64,122.93,766.82,431.84,2295,1686,1351,2480
13006,628564.9928,212771.7992,633564.9928,207771.7992,KATAKWI,1065.5613,87.9912,3,1621.3,0.81,0.53,0.80,0.69,0.70,0.58,0.66,0.69,1919.60,443.72,259.77,981.94,69.6285640581315,129.39,747.09,580.31,2762,2415,1389,1991
13007,628564.9928,207771.7992,633564.9928,202771.7992,KATAKWI,1056.3807,87.8535,3,1191.9,0.32,0.37,0.26,0.50,0.04,0.76,0.70,0.18,2396.40,424.62,231.09,1048.80,75,149.07,737.31,642.15,2479,2256,1225,1933
13008,628564.9928,202771.7992,633564.9928,197771.7992,KATAKWI,1053.1622,87.7065,3,2884.2,0.58,1.00,0.12,0.53,0.97,0.30,0.97,0.91,2573.08,469.24,223.74,1010.93,75,147.97,777.93,618.16,1558,2796,2267,1581
13009,628564.9928,197771.7992,633564.9928,192771.7992,KATAKWI,1051.2181,87.3016,3,1193.0,0.82,0.22,0.05,0.55,0.10,0.60,0.63,0.60,2464.30,633.86,197.18,1020.05,69.5656718925321,159.67,825.93,684.38,756,2004,1399,823
13010,628564.9928,192771.7992,633564.9928,187771.7992,KATAKWI,1047.8125,87.9556,3,104.8,0.53,0.54,0.16,0.88,0.11,0.51,0.93,0.00,2402.58,656.32,195.85,963.67,66,138.24,811.72,639.95,847,416,2949,1125
13014,628564.9928,172771.7992,633564.9928,167771.7992,BUKEDEA,1049.3762,87.8659,3,1056.5,0.08,0.95,0.25,0.07,0.83,0.79,0.61,0.12,1866.79,551.40,214.43,702.99,64,126.00,855.75,373.42,73,2537,1152,2068
13015,628564.9928,167771.7992,633564.9928,162771.7992,BUKEDEA,1060.2727,88.7770,3,2877.2,0.45,0.38,0.71,0.37,0.87,0.92,0.41,0.23,2123.16,649.61,225.40,734.89,65.5831483054732,133.92,795.41,444.69,6,1142,183,517
13016,628564.9928,162771.7992,633564.9928,157771.7992,BUKEDEA,1066.2037,89.3151,3,2628.2,0.98,0.94,0.27,0.57,0.62,0.37,0.55,0.78,1939.56,614.46,201.06,699.83,66,124.15,785.65,426.18,903,2338,351,248
13017,628564.9928,157771.7992,633564.9928,152771.7992,BUKEDEA,1064.9314,89.2184,3,142.7,0.32,0.51,0.28,0.22,0.57,0.31,0.76,0.31,1745.84,512.40,215.32,668.94,66,122.03,811.96,399.30,1876,551,264,2685
13018,628564.9928,152771.7992,633564.9928,147771.7992,BUKEDEA,1070.2102,89.0340,4,899.2,0.28,0.63,0.14,0.11,0.49,1.00,0.33,0.54,1687.58,448.77,235.62,649.48,71.3360750944644,126.73,816.80,354.22,2134,147,740,893
13019,628564.9928,147771.7992,633564.9928,142771.7992,BUKEDEA,1086.8263,89.1246,4,386.1,0.19,0.44,0.14,0.55,0.03,0.23,0.61,0.99,1785.83,390.39,268.42,531.72,72,103.68,817.57,318.48,703,1259,497,2902
13020,628564.9928,142771.7992,633564.9928,137771.7992,BUKEDEA,1114.4208,89.7788,4,1763.5,0.79,0.01,0.81,0.28,0.52,0.67,0.94,0.59,1884.93,317.61,332.45,426.50,72,85.57,810.14,273.20,1623,1264,117,766
13021,628564.9928,137771.7992,633564.9928,132771.7992,SIRONKO,1163.4946,89.9136,4,363.5,0.16,0.77,0.61,0.38,0.52,0.78,0.19,0.60,1552.08,307.01,337.25,442.86,69.0255163551242,68.99,787.19,243.57,2776,1692,516,1746
13022,628564.9928,132771.7992,633564.9928,127771.7992,SIRONKO,1196.7130,89.9848,4,1416.2,0.62,0.68,0.82,0.45,0.98,0.60,0.01,0.67,1491.08,250.80,373.91,440.50,69,77.40,739.82,220.52,434,2229,1351,983
13023,628564.9928,127771.7992,633564.9928,122771.7992,SIRONKO,1154.9957,89.9133,4,1479.5,0.29,0.90,0.59,0.15,0.88,0.31,0.21,0.49,1340.39,278.68,376.12,502.88,68.6426922202472,78.73,776.20,223.68,859,1085,995,1053
13025,628564.9928,117771.7992,633564.9928,112771.7992,MBALE,1148.2660,89.8458,4,2975.7,0.44,0.64,0.75,0.90,0.30,0.66,0.77,0.53,2209.09,362.29,397.06,555.61,64,73.28,806.43,230.14,2268,2027,914,1219
13026,628564.9928,112771.7992,633564.9928,107771.7992,MBALE,1170.6749,89.9157,4,2047.2,0.57,0.45,0.78,0.26,0.93,0.41,0.47,0.52,2001.84,333.29,437.68,495.15,64.6937071431303,57.40,824.19,201.13,1982,2204,305,1983
13027,628564.9928,107771.7992,633564.9928,102771.7992,MBALE,1200.0055,89.9866,4,553.5,0.23,0.57,0.14,0.15,0.70,0.24,0.58,0.00,2225.99,313.40,441.32,474.97,68,68.74,816.30,199.45,2117,2476,1404,2098
13028,628564.9928,102771.7992,633564.9928,97771.7992000003,MBALE,1185.8404,89.9853,4,1367.4,0.09,0.12,0.02,0.09,0.52,0.85,0.95,0.17,1698.13,293.74,429.20,431.44,68,68.82,805.45,189.86,206,2621,1785,2042
13029,628564.9928,97771.7992000003,633564.9928,92771.7992000003,TORORO,1185.4808,89.9523,4,2117.4,0.71,0.94,0.75,0.71,0.35,0.79,0.80,0.52,1479.64,279.49,414.34,366.66,68.5505547520409,70.50,762.50,176.87,44,422,169,2351
13030,628564.9928,92771.7992000003,633564.9928,87771.7992000003,TORORO,1157.7112,89.8514,4,67.2,0.02,0.55,0.99,0.83,0.64,0.96,0.81,0.90,1526.75,304.42,354.20,411.80,70,67.07,763.92,185.91,2766,2297,897,66
13031,628564.9928,87771.7992000003,633564.9928,82771.7992000003,TORORO,1191.1211,89.9819,4,108.6,0.75,0.73,0.74,0.66,0.13,0.35,0.39,0.99,2127.48,301.05,343.16,376.04,70,70.58,750.38,165.61,891,225,2398,1747
13032,628564.9928,82771.7992000003,633564.9928,77771.7992000002,TORORO,1192.3630,89.9470,4,374.0,0.09,0.12,0.15,0.18,0.43,0.66,0.45,0.92,1573.87,292.27,305.76,399.66,75.1636523759736,80.02,751.05,199.10,1602,368,65,660
13033,628564.9928,77771.7992000002,633564.9928,72771.7992000002,TORORO,1190.4400,89.9824,4,1361.5,0.47,0.59,0.54,0.73,0.40,0.20,0.49,0.46,1979.93,365.42,269.20,469.14,84,81.44,782.12,258.59,145,1158,195,701
13034,628564.9928,72771.7992000002,633564.9928,67771.7992000002,TORORO,1180.4122,89.9483,4,826.0,0.44,0.11,0.78,0.36,0.25,0.78,0.88,0.88,2047.56,356.83,259.39,464.09,84,88.53,807.51,251.69,1254,2906,1023,380
13035,628564.9928,67771.7992000002,633564.9928,62771.7992000002,TORORO,1123.2191,89.7109,3,570.8,0.51,0.77,0.77,0.08,0.62,0.62,0.84,0.80,1879.31,321.15,252.00,413.78,87.6517890372239,82.87,839.98,176.77,1257,2856,1452,1028
13089,633564.9928,432771.7992,638564.9928,427771.7992,KAABONG,1017.9592,89.9868,3,1601.4,0.44,0.21,0.79,0.52,0.83,0.18,0.52,0.75,1876.97,388.05,89.15,846.31,53.8243459551861,121.66,700.38,461.13,2304,2539,1340,1419
13090,633564.9928,427771.7992,638564.9928,422771.7992,KAABONG,1241.9472,89.9961,2,2469.6,0.74,0.08,0.72,0.63,0.71,0.16,0.69,0.54,2096.32,365.30,108.17,933.83,56.661555927054,122.58,833.60,399.17,898,1294,1480,2408
13091,633564.9928,422771.7992,638564.9928,417771.7992,KAABONG,1040.7061,89.9781,2,489.8,0.57,0.27,0.53,0.39,0.65,0.61,0.30,0.49,2274.52,393.13,95.70,947.22,56.661555927054,108.39,735.56,514.68,2659,571,2419,314
13092,633564.9928,417771.7992,638564.9928,412771.7992,KAABONG,1457.6992,89.9955,2,2678.8,0.83,0.21,0.06,0.79,0.60,0.28,0.87,0.90,2074.08,314.15,111.78,952.90,56.8488808595051,116.71,920.09,449.50,1985,1288,914,1092
13093,633564.9928,412771.7992,638564.9928,407771.7992,KAABONG,1705.4178,89.9894,2,684.0,0.22,0.26,0.80,0.22,0.61,0.36,0.85,0.07,1986.70,302.91,109.35,916.20,58,96.20,939.45,440.25,2828,1798,1103,2260
13094,633564.9928,407771.7992,638564.9928,402771.7992,KAABONG,1717.6142,89.9600,3,2099.7,0.56,0.21,0.82,0.26,0.91,0.15,0.36,0.28,2008.06,345.62,97.58,900.74,58,107.89,818.00,501.66,687,1554,2912,1751
13095,633564.9928,402771.7992,638564.9928,397771.7992,KAABONG,1725.8642,89.9912,3,2403.9,0.15,0.50,0.96,0.66,0.38,0.51,0.47,0.77,2173.80,345.87,105.37,889.05,58.9878527919821,96.61,809.24,529.17,2263,2130,201,916
13096,633564.9928,397771.7992,638564.9928,392771.7992,KAABONG,1710.9846,89.9902,3,59.5,0.44,0.58,0.11,0.68,0.07,0.48,0.73,0.46,2133.45,306.23,105.60,803.94,61.992333890581,111.39,815.62,520.21,2721,679,2292,2665
13097,633564.9928,392771.7992,638564.9928,387771.7992,KAABONG,1668.0084,89.9552,3,101.4,0.23,0.35,0.57,0.01,0.07,0.16,0.91,0.80,2055.69,287.46,94.93,806.97,62.0590005572477,115.22,815.78,489.63,932,1569,2936,2547
13098,633564.9928,387771.7992,638564.9928,382771.7992,KAABONG,1618.1427,89.9830,3,901.5,0.39,0.00,0.38,0.79,0.85,0.24,0.14,0.85,1952.13,301.18,96.67,863.98,63.9866206280756,119.73,815.40,496.09,295,1173,2052,2936
13099,633564.9928,382771.7992,638564.9928,377771.7992,KAABONG,1614.9949,89.9861,2,596.2,0.35,0.53,0.05,0.13,0.45,0.04,0.50,0.77,1966.07,300.28,97.80,871.20,67.3752224079715,116.16,823.54,493.50,81,1409,1117,1039
13100,633564.9928,377771.7992,638564.9928,372771.7992,KAABONG,1626.0902,89.9899,3,525.4,0.65,0.60,0.47,0.56,0.70,0.18,0.17,0.19,1855.58,287.01,102.30,775.31,67.3752224079715,99.35,796.74,465.21,2644,624,195,2499
13101,633564.9928,372771.7992,638564.9928,367771.7992,KAABONG,1534.1187,89.9552,3,534.0,0.82,0.64,0.00,0.89,0.36,0.52,0.87,0.35,1469.02,273.84,100.91,754.54,68.8015497016448,106.63,766.78,475.70,1654,1742,2325,1493
13102,633564.9928,367771.7992,638564.9928,362771.7992,KAABONG,1484.9717,89.9540,2,2865.8,0.79,0.73,0.93,0.00,0.06,0.47,0.51,0.29,1433.50,289.62,99.02,815.16,70.6247775920285,109.24,785.94,483.39,371,2466,1625,1673
13103,633564.9928,362771.7992,638564.9928,357771.7992,KAABONG,1438.9636,89.9480,2,2286.0,0.68,0.09,0.83,0.24,0.43,0.20,0.62,0.57,1447.13,334.02,97.47,860.62,70.6247775920285,116.30,769.23,508.45,989,2149,1253,1083
13104,633564.9928,357771.7992,638564.9928,352771.7992,KAABONG,1390.2404,89.7168,3,2097.4,0.42,0.46,0.84,0.45,0.13,0.53,0.02,0.92,1546.83,350.74,94.64,875.74,68.0691163221952,113.57,759.74,513.53,92,256,2698,2754
13105,633564.9928,352771.7992,638564.9928,347771.7992,KAABONG,1352.1337,89.5779,3,2451.6,0.96,0.33,0.95,0.34,0.09,0.77,0.08,0.05,1798.03,360.92,94.81,895.41,65.9371663880428,124.58,762.69,525.90,969,1562,1388,1677
13106,633564.9928,347771.7992,638564.9928,342771.7992,KAABONG,1325.7054,89.7094,3,789.7,0.72,0.02,0.91,0.39,0.47,0.81,0.04,0.46,1935.49,354.77,95.60,953.37,65.9371663880428,124.91,779.74,550.49,2658,1011,1328,430
13107,633564.9928,342771.7992,638564.9928,337771.7992,KOTIDO,1296.9760,89.4543,3,66.6,0.67,0.66,0.20,0.86,0.33,0.43,0.96,0.85,1993.32,352.25,92.66,917.73,65.6928647642536,124.46,767.73,597.27,1017,1063,1636,1254
13108,633564.9928,337771.7992,638564.9928,332771.7992,KOTIDO,1286.5473,89.5469,3,1714.2,0.91,0.48,0.11,0.06,0.70,0.52,0.16,0.35,1970.04,370.36,94.00,848.02,65.5619439800713,109.52,761.86,519.61,2530,1032,712,2456
13109,633564.9928,332771.7992,638564.9928,327771.7992,KOTIDO,1284.8186,89.7760,3,1923.8,0.61,0.13,0.12,0.99,0.51,0.71,0.93,0.41,1930.27,384.81,97.78,795.50,65.5619439800713,100.86,753.99,506.63,337,1936,1507,1828
13110,633564.9928,327771.7992,638564.9928,322771.7992,KOTIDO,1275.5630,89.9039,3,1259.6,0.04,0.39,0.04,0.90,0.62,0.74,0.73,0.04,2205.26,350.38,93.60,723.68,65.1083694667967,121.94,724.17,505.21,2646,765,1323,306
13111,633564.9928,322771.7992,638564.9928,317771.7992,KOTIDO,1280.7129,89.9301,3,1979.1,0.38,0.82,0.65,0.93,0.32,0.33,0.91,0.99,1814.99,353.74,98.83,733.82,64.9300848596018,149.71,733.76,502.06,859,1320,246,1875
13112,633564.9928,317771.7992,638564.9928,312771.7992,KOTIDO,1341.3090,89.9503,2,399.4,0.84,0.90,0.39,0.33,0.19,0.75,0.53,0.94,1203.42,308.74,103.57,692.59,64.9371663880428,130.10,800.77,439.36,2338,520,2222,945
13113,633564.9928,312771.7992,638564.9928,307771.7992,KOTIDO,1290.1536,89.9138,2,2738.2,0.89,0.52,0.06,0.28,0.03,0.93,0.72,0.18,1435.91,317.90,101.23,716.32,61.5788507236729,141.90,755.32,482.89,1861,1120,1527,1915
13114,633564.9928,307771.7992,638564.9928,302771.7992,NAPAK,1214.6392,89.8039,3,1155.6,0.47,0.25,0.74,0.78,0.91,0.84,0.98,0.25,1851.91,323.26,97.73,739.63,60.9371663880428,129.29,727.95,521.38,2340,1073,2595,413
13115,633564.9928,302771.7992,638564.9928,297771.7992,NAPAK,1181.5990,88.9629,3,269.1,0.47,0.92,0.74,0.89,0.34,0.96,0.84,0.29,1980.01,358.68,98.69,863.34,60.9371663880428,127.15,766.16,529.13,1294,2445,1963,164
13116,633564.9928,297771.7992,638564.9928,292771.7992,NAPAK,1163.1441,88.5717,3,1723.8,0.45,0.45,0.97,0.69,0.40,0.61,0.77,0.76,1823.71,389.63,101.91,973.48,68.260024626388,127.90,813.11,573.94,2425,2895,381,2427
13117,633564.9928,292771.7992,638564.9928,287771.7992,NAPAK,1149.5124,88.6801,3,2634.1,0.56,0.78,0.42,0.70,0.59,0.97,0.68,0.52,1973.83,474.79,105.71,1079.85,68.7065731276259,128.20,830.44,576.89,1847,49,1790,1811
13118,633564.9928,287771.7992,638564.9928,282771.7992,NAPAK,1142.5364,88.3708,3,2393.8,0.69,0.82,0.86,0.23,0.42,0.36,0.73,0.39,1883.75,609.11,107.83,1176.22,68.5156175971239,134.32,807.42,600.60,2630,2831,2241,1116
13119,633564.9928,282771.7992,638564.9928,277771.7992,NAPAK,1138.9878,88.4553,3,2141.4,0.61,0.17,0.03,0.03,0.46,0.67,0.59,0.47,1886.52,567.40,104.83,1101.45,61.4621496999176,154.52,782.08,636.37,1497,2116,1017,1125
13120,633564.9928,277771.7992,638564.9928,272771.7992,NAPAK,1134.3661,89.3799,2,2151.5,0.66,0.25,0.09,0.10,0.06,0.58,0.59,0.05,1990.69,502.16,135.55,1038.36,61.4395156437002,150.57,823.97,728.93,2399,1637,707,843
13121,633564.9928,272771.7992,638564.9928,267771.7992,NAPAK,1130.2826,88.9968,2,2159.8,0.03,0.77,0.02,0.01,0.63,0.97,0.76,0.25,1643.53,483.34,153.87,896.57,61.5736635785231,148.80,778.93,698.91,1264,238,1404,1150
13122,633564.9928,267771.7992,638564.9928,262771.7992,NAPAK,1135.4026,89.0875,3,1761.6,0.66,0.82,0.68,0.61,0.20,0.65,0.77,0.32,2137.41,637.70,141.97,926.39,62.3885008358708,152.91,750.49,751.36,1302,2272,1392,2764
13123,633564.9928,262771.7992,638564.9928,257771.7992,NAPAK,1129.6433,88.5290,3,904.6,0.14,0.96,0.16,0.37,0.62,0.70,0.01,0.84,2347.79,556.79,146.08,1011.94,62.3885008358708,161.00,699.85,803.90,275,2098,2382,1205
13124,633564.9928,257771.7992,638564.9928,252771.7992,NAPAK,1138.8562,88.8420,3,1213.2,0.30,0.03,0.15,0.54,0.68,0.06,0.96,0.32,2107.66,413.19,136.06,854.91,63.3817414079945,140.75,735.59,615.92,1085,2525,2456,441
13125,633564.9928,252771.7992,638564.9928,247771.7992,NAPAK,1146.1159,89.4161,3,1580.2,0.65,0.54,0.42,0.72,0.45,0.10,0.52,0.79,2153.67,370.19,131.40,806.17,66.7098334262079,128.73,732.48,540.91,2096,2210,1602,805
13126,633564.9928,247771.7992,638564.9928,242771.7992,NAPAK,1159.2747,89.6049,3,2435.5,0.95,0.03,0.07,0.01,0.59,0.71,0.83,0.38,1889.66,387.41,131.98,866.35,66.7098334262079,124.50,752.21,556.06,1440,1819,2251,2279
13127,633564.9928,242771.7992,638564.9928,237771.7992,NAPAK,1163.8560,89.3228,3,1958.9,0.85,0.05,0.53,0.83,0.57,0.63,0.85,0.70,1697.48,399.91,142.97,924.87,68.3837556038094,135.99,779.52,539.65,1929,2489,1808,2679
13128,633564.9928,237771.7992,638564.9928,232771.7992,NAPAK,1265.8350,89.9810,3,2813.7,0.54,0.10,0.20,0.50,0.21,0.64,0.39,0.62,1441.12,311.14,166.31,807.89,72,112.13,826.65,447.26,321,2606,2282,927
13129,633564.9928,232771.7992,638564.9928,227771.7992,NAPAK,1196.6883,89.9764,3,1333.7,0.46,0.57,0.21,0.46,0.34,0.69,0.67,0.49,1743.45,333.90,244.80,745.84,72,93.66,761.65,436.36,2875,809,478,506
13130,633564.9928,227771.7992,638564.9928,222771.7992,NAPAK,1144.1495,89.7077,2,1795.2,0.48,0.19,0.81,0.45,0.11,0.80,0.46,0.46,1949.91,355.11,255.19,699.33,68.6411304408009,87.43,754.96,446.50,1683,2421,2937,1730
13131,633564.9928,222771.7992,638564.9928,217771.7992,NAPAK,1103.7346,89.2707,3,1886.2,0.77,0.26,0.12,0.32,0.50,0.25,0.20,0.43,1695.84,344.54,245.16,932.78,64,119.27,768.14,574.84,301,983,1353,2998
13132,633564.9928,217771.7992,638564.9928,212771.7992,NAPAK,1081.7178,88.4492,3,1384.4,0.26,0.63,0.33,0.50,0.56,0.65,0.68,0.13,1900.00,344.61,213.56,927.91,64,132.67,757.49,581.85,141,336,1110,1611
13133,633564.9928,212771.7992,638564.9928,207771.7992,NABILATUK,1067.2667,87.5020,3,2831.8,0.07,0.72,0.63,0.87,0.58,0.00,0.83,0.27,2690.23,405.78,199.89,996.56,69.034665458816,133.32,736.77,717.95,1015,2766,799,193
13134,633564.9928,207771.7992,638564.9928,202771.7992,NABILATUK,1060.5628,87.7059,3,2891.2,0.58,0.88,0.52,0.05,0.44,0.71,0.14,0.56,2601.19,500.16,219.97,968.42,73.8393337048315,159.43,763.60,651.49,2547,1384,2835,1474
13135,633564.9928,202771.7992,638564.9928,197771.7992,NABILATUK,1058.1327,88.2619,3,2173.5,0.90,0.16,0.19,0.41,0.51,0.53,0.01,0.58,2509.48,520.63,224.48,1005.63,73.8393337048315,162.52,805.76,619.98,2350,26,2539,2736
13136,633564.9928,197771.7992,638564.9928,192771.7992,NABILATUK,1054.1584,87.8296,2,2676.6,0.31,0.03,0.17,0.82,0.74,0.56,0.22,0.56,2478.09,584.70,198.81,1056.39,68.7554190124316,158.56,781.95,668.12,294,2117,1359,536
13137,633564.9928,192771.7992,638564.9928,187771.7992,NABILATUK,1051.9872,88.3696,3,510.6,0.26,0.61,0.70,0.45,0.16,0.61,0.10,0.30,2577.48,806.51,184.13,1040.26,65.4196668524157,164.72,861.27,694.06,1942,1574,212,897
13138,633564.9928,187771.7992,638564.9928,182771.7992,NABILATUK,1046.7058,79.9717,3,2890.2,0.80,0.49,0.16,0.26,0.37,0.06,0.48,0.35,2361.61,663.43,196.91,879.31,65.4196668524157,138.66,878.01,553.82,1472,1357,2961,1263
13139,633564.9928,182771.7992,638564.9928,177771.7992,NABILATUK,1044.8481,62.1470,4,2670.9,0.72,0.87,0.15,0.93,0.68,0.50,0.88,0.46,2149.04,614.26,187.19,800.21,64.8266059944186,141.82,851.73,434.52,1415,189,728,1929
13140,633564.9928,177771.7992,638564.9928,172771.7992,NAKAPIRIPIRIT,1046.6440,87.1134,3,340.0,0.71,0.87,0.40,0.29,0.74,0.09,0.11,0.15,1767.21,591.29,181.21,753.23,64.5803331475843,135.55,859.06,422.46,2253,7,286,214
13141,633564.9928,172771.7992,638564.9928,167771.7992,NAKAPIRIPIRIT,1048.6475,86.9243,3,299.0,0.21,0.03,0.38,0.76,0.09,0.68,0.93,0.44,1745.49,550.94,221.63,706.75,64.5803331475843,134.45,869.33,413.59,1312,1181,674,2207
13142,633564.9928,167771.7992,638564.9928,162771.7992,BUKEDEA,1051.5953,87.3787,2,1897.6,0.97,0.45,0.33,0.48,0.98,0.39,0.19,0.83,1677.99,547.31,205.11,668.58,65.9337930932555,119.67,909.04,387.96,2116,1129,118,829
13143,633564.9928,162771.7992,638564.9928,157771.7992,BUKEDEA,1053.7140,88.5808,2,2182.0,0.86,0.90,0.37,0.34,0.01,0.45,0.53,0.25,1507.26,554.93,209.46,731.42,66.2901665737921,116.27,905.13,418.31,1754,2037,128,1369
13144,633564.9928,157771.7992,638564.9928,152771.7992,BUKEDEA,1061.5826,88.5609,3,378.8,0.27,0.70,0.30,0.25,0.43,0.15,0.53,0.68,1617.18,676.00,208.82,775.90,66.2901665737921,126.76,850.00,428.17,208,2614,1095,2188
13145,633564.9928,152771.7992,638564.9928,147771.7992,BUKEDEA,1068.9685,88.5611,3,2995.2,0.01,0.37,0.98,0.19,0.01,0.95,0.64,0.44,1624.78,598.55,248.13,769.58,71.1119124570539,127.19,864.63,434.31,423,697,372,2978
